#Code  ; Glyph                               ; Prio # Source
0x2111 ; image                               ; 4    # XHTML Substitute
0x2112 ; lagran                              ; 5    # SGML Substitute            # SCRIPT CAPITAL L
0x2113 ; afii61289                           ; 0    # Adobe Glyph List FN (v1.3) # SCRIPT SMALL L
0x2113 ; ell                                 ; 5    # SGML Substitute
0x2113 ; lsquare                             ; 6    # Adobe Glyph List (Sept/02)
0x2116 ; afii61352                           ; 0    # Adobe Glyph List FN (v1.3) # NUMERO SIGN
0x2116 ; numero                              ; 5    # SGML Substitute
0x2116 ; numero                              ; 6    # Adobe Glyph List (Sept/02)
0x2117 ; copysr                              ; 5    # SGML Substitute            # SOUND RECORDING COPYRIGHT
0x2118 ; weierstrass                         ; 0    # Adobe Glyph List FN (v1.3) # SCRIPT CAPITAL P
0x2118 ; weierp                              ; 4    # XHTML Substitute
0x211C ; Rfraktur                            ; 0    # Adobe Glyph List FN (v1.3) # BLACK-LETTER CAPITAL R
0x211C ; real                                ; 4    # XHTML Substitute
0x211E ; prescription                        ; 0    # Adobe Glyph List FN (v1.3) # PRESCRIPTION TAKE
0x211E ; rx                                  ; 5    # SGML Substitute
0x2121 ; telephone                           ; 0    # Adobe Glyph List (Sept/02) # TELEPHONE SIGN
0x2122 ; trademark                           ; 0    # Adobe Glyph List FN (v1.3) # TRADE MARK SIGN
0x2122 ; trade                               ; 4    # XHTML Substitute
0x2126 ; Omega                               ; 0    # Adobe Glyph List FN (v1.3) # OHM SIGN
0x2126 ; ohm                                 ; 5    # SGML Substitute
0x2126 ; Ohm                                 ; 6    # Adobe Glyph List (Sept/02)
0x212B ; angstrom                            ; 0    # Adobe Glyph List (Sept/02) # ANGSTROM SIGN
0x212B ; angst                               ; 5    # SGML Substitute
0x212C ; bernou                              ; 5    # SGML Substitute            # SCRIPT CAPITAL B
0x212E ; estimated                           ; 0    # Adobe Glyph List FN (v1.3) # ESTIMATED SYMBOL
0x2133 ; phmmat                              ; 5    # SGML Substitute            # SCRIPT CAPITAL M
0x2134 ; order                               ; 5    # SGML Substitute            # SCRIPT SMALL O
0x2135 ; aleph                               ; 0    # Adobe Glyph List FN (v1.3) # ALEF SYMBOL
0x2135 ; alefsym                             ; 4    # XHTML Substitute
0x2136 ; beth                                ; 5    # SGML Substitute            # BET SYMBOL
0x2137 ; gimel                               ; 5    # SGML Substitute            # GIMEL SYMBOL
0x2138 ; daleth                              ; 5    # SGML Substitute            # DALET SYMBOL
0x2153 ; onethird                            ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION ONE THIRD
0x2153 ; frac13                              ; 5    # SGML Substitute
0x2154 ; twothirds                           ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION TWO THIRDS
0x2154 ; frac23                              ; 5    # SGML Substitute
0x2155 ; frac15                              ; 5    # SGML Substitute            # VULGAR FRACTION ONE FIFTH
0x2156 ; frac25                              ; 5    # SGML Substitute            # VULGAR FRACTION TWO FIFTHS
0x2157 ; frac35                              ; 5    # SGML Substitute            # VULGAR FRACTION THREE FIFTHS
0x2158 ; frac45                              ; 5    # SGML Substitute            # VULGAR FRACTION FOUR FIFTHS
0x2159 ; frac16                              ; 5    # SGML Substitute            # VULGAR FRACTION ONE SIXTH
0x215A ; frac56                              ; 5    # SGML Substitute            # VULGAR FRACTION FIVE SIXTHS
0x215B ; oneeighth                           ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION ONE EIGHTH
0x215B ; frac18                              ; 5    # SGML Substitute
0x215C ; threeeighths                        ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION THREE EIGHTHS
0x215C ; frac38                              ; 5    # SGML Substitute
0x215D ; fiveeighths                         ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION FIVE EIGHTHS
0x215D ; frac58                              ; 5    # SGML Substitute
0x215E ; seveneighths                        ; 0    # Adobe Glyph List FN (v1.3) # VULGAR FRACTION SEVEN EIGHTHS
0x215E ; frac78                              ; 5    # SGML Substitute
0x2160 ; Oneroman                            ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL ONE
0x2161 ; Tworoman                            ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL TWO
0x2162 ; Threeroman                          ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL THREE
0x2163 ; Fourroman                           ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL FOUR
0x2164 ; Fiveroman                           ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL FIVE
0x2165 ; Sixroman                            ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL SIX
0x2166 ; Sevenroman                          ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL SEVEN
0x2167 ; Eightroman                          ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL EIGHT
0x2168 ; Nineroman                           ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL NINE
0x2169 ; Tenroman                            ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL TEN
0x216A ; Elevenroman                         ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL ELEVEN
0x216B ; Twelveroman                         ; 0    # Adobe Glyph List (Sept/02) # ROMAN NUMERAL TWELVE
0x2170 ; oneroman                            ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL ONE
0x2171 ; tworoman                            ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL TWO
0x2172 ; threeroman                          ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL THREE
0x2173 ; fourroman                           ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL FOUR
0x2174 ; fiveroman                           ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL FIVE
0x2175 ; sixroman                            ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL SIX
0x2176 ; sevenroman                          ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL SEVEN
0x2177 ; eightroman                          ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL EIGHT
0x2178 ; nineroman                           ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL NINE
0x2179 ; tenroman                            ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL TEN
0x217A ; elevenroman                         ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL ELEVEN
0x217B ; twelveroman                         ; 0    # Adobe Glyph List (Sept/02) # SMALL ROMAN NUMERAL TWELVE
0x2190 ; arrowleft                           ; 0    # Adobe Glyph List FN (v1.3) # LEFTWARDS ARROW
0x2190 ; larr                                ; 4    # XHTML Substitute
0x2191 ; arrowup                             ; 0    # Adobe Glyph List FN (v1.3) # UPWARDS ARROW
0x2191 ; uarr                                ; 4    # XHTML Substitute
0x2192 ; arrowright                          ; 0    # Adobe Glyph List FN (v1.3) # RIGHTWARDS ARROW
0x2192 ; rarr                                ; 4    # XHTML Substitute
0x2193 ; arrowdown                           ; 0    # Adobe Glyph List FN (v1.3) # DOWNWARDS ARROW
0x2193 ; darr                                ; 4    # XHTML Substitute
0x2194 ; arrowboth                           ; 0    # Adobe Glyph List FN (v1.3) # LEFT RIGHT ARROW
0x2194 ; harr                                ; 4    # XHTML Substitute
0x2195 ; arrowupdn                           ; 0    # Adobe Glyph List FN (v1.3) # UP DOWN ARROW
0x2195 ; varr                                ; 5    # SGML Substitute
0x2196 ; arrowupleft                         ; 0    # Adobe Glyph List (Sept/02) # NORTH WEST ARROW
0x2196 ; nwarr                               ; 5    # SGML Substitute
0x2197 ; arrowupright                        ; 0    # Adobe Glyph List (Sept/02) # NORTH EAST ARROW
0x2197 ; nearr                               ; 5    # SGML Substitute
0x2198 ; arrowdownright                      ; 0    # Adobe Glyph List (Sept/02) # SOUTH EAST ARROW
0x2198 ; drarr                               ; 5    # SGML Substitute
0x2199 ; arrowdownleft                       ; 0    # Adobe Glyph List (Sept/02) # SOUTH WEST ARROW
0x2199 ; dlarr                               ; 5    # SGML Substitute
0x219A ; nlarr                               ; 5    # SGML Substitute            # LEFTWARDS ARROW WITH STROKE
0x219B ; nrarr                               ; 5    # SGML Substitute            # RIGHTWARDS ARROW WITH STROKE
0x219D ; rarrw                               ; 5    # SGML Substitute            # RIGHTWARDS WAVE ARROW
0x219E ; Larr                                ; 5    # SGML Substitute            # LEFTWARDS TWO HEADED ARROW
0x21A0 ; Rarr                                ; 5    # SGML Substitute            # RIGHTWARDS TWO HEADED ARROW
0x21A2 ; larrtl                              ; 5    # SGML Substitute            # LEFTWARDS ARROW WITH TAIL
0x21A3 ; rarrtl                              ; 5    # SGML Substitute            # RIGHTWARDS ARROW WITH TAIL
0x21A6 ; map                                 ; 5    # SGML Substitute            # RIGHTWARDS ARROW FROM BAR
0x21A8 ; arrowupdnbse                        ; 0    # Adobe Glyph List FN (v1.3) # UP DOWN ARROW WITH BASE
0x21A8 ; arrowupdownbase                     ; 6    # Adobe Glyph List (Sept/02)
0x21A9 ; larrhk                              ; 5    # SGML Substitute            # LEFTWARDS ARROW WITH HOOK
0x21AA ; rarrhk                              ; 5    # SGML Substitute            # RIGHTWARDS ARROW WITH HOOK
0x21AB ; larrlp                              ; 5    # SGML Substitute            # LEFTWARDS ARROW WITH LOOP
0x21AC ; rarrlp                              ; 5    # SGML Substitute            # RIGHTWARDS ARROW WITH LOOP
0x21AD ; harrw                               ; 5    # SGML Substitute            # LEFT RIGHT WAVE ARROW
0x21AE ; nharr                               ; 5    # SGML Substitute            # LEFT RIGHT ARROW WITH STROKE
0x21B0 ; lsh                                 ; 5    # SGML Substitute            # UPWARDS ARROW WITH TIP LEFTWARDS
0x21B1 ; rsh                                 ; 5    # SGML Substitute            # UPWARDS ARROW WITH TIP RIGHTWARDS
0x21B5 ; carriagereturn                      ; 0    # Adobe Glyph List FN (v1.3) # DOWNWARDS ARROW WITH CORNER LEFTWARDS
0x21B5 ; crarr                               ; 4    # XHTML Substitute
0x21B6 ; cularr                              ; 5    # SGML Substitute            # ANTICLOCKWISE TOP SEMICIRCLE ARROW
0x21B7 ; curarr                              ; 5    # SGML Substitute            # CLOCKWISE TOP SEMICIRCLE ARROW
0x21BA ; olarr                               ; 5    # SGML Substitute            # ANTICLOCKWISE OPEN CIRCLE ARROW
0x21BB ; orarr                               ; 5    # SGML Substitute            # CLOCKWISE OPEN CIRCLE ARROW
0x21BC ; harpoonleftbarbup                   ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS HARPOON WITH BARB UPWARDS
0x21BC ; lharu                               ; 5    # SGML Substitute
0x21BD ; lhard                               ; 5    # SGML Substitute            # LEFTWARDS HARPOON WITH BARB DOWNWARDS
0x21BE ; uharr                               ; 5    # SGML Substitute            # UPWARDS HARPOON WITH BARB RIGHTWARDS
0x21BF ; uharl                               ; 5    # SGML Substitute            # UPWARDS HARPOON WITH BARB LEFTWARDS
0x21C0 ; harpoonrightbarbup                  ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS HARPOON WITH BARB UPWARDS
0x21C0 ; rharu                               ; 5    # SGML Substitute
0x21C1 ; rhard                               ; 5    # SGML Substitute            # RIGHTWARDS HARPOON WITH BARB DOWNWARDS
0x21C2 ; dharr                               ; 5    # SGML Substitute            # DOWNWARDS HARPOON WITH BARB RIGHTWARDS
0x21C3 ; dharl                               ; 5    # SGML Substitute            # DOWNWARDS HARPOON WITH BARB LEFTWARDS
0x21C4 ; arrowrightoverleft                  ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS ARROW OVER LEFTWARDS ARROW
0x21C4 ; rlarr2                              ; 5    # SGML Substitute
0x21C5 ; arrowupleftofdown                   ; 0    # Adobe Glyph List (Sept/02) # UPWARDS ARROW LEFTWARDS OF DOWNWARDS ARROW
0x21C6 ; arrowleftoverright                  ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS ARROW OVER RIGHTWARDS ARROW
0x21C6 ; lrarr2                              ; 5    # SGML Substitute
0x21C7 ; larr2                               ; 5    # SGML Substitute            # LEFTWARDS PAIRED ARROWS
0x21C8 ; uarr2                               ; 5    # SGML Substitute            # UPWARDS PAIRED ARROWS
0x21C9 ; rarr2                               ; 5    # SGML Substitute            # RIGHTWARDS PAIRED ARROWS
0x21CA ; darr2                               ; 5    # SGML Substitute            # DOWNWARDS PAIRED ARROWS
0x21CB ; lrhar2                              ; 5    # SGML Substitute            # LEFTWARDS HARPOON OVER RIGHTWARDS HARPOON
0x21CC ; rlhar2                              ; 5    # SGML Substitute            # RIGHTWARDS HARPOON OVER LEFTWARDS HARPOON
0x21CD ; arrowleftdblstroke                  ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS DOUBLE ARROW WITH STROKE
0x21CD ; nlArr                               ; 5    # SGML Substitute
0x21CE ; nhArr                               ; 5    # SGML Substitute            # LEFT RIGHT DOUBLE ARROW WITH STROKE
0x21CF ; arrowrightdblstroke                 ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS DOUBLE ARROW WITH STROKE
0x21CF ; nrArr                               ; 5    # SGML Substitute
0x21D0 ; arrowdblleft                        ; 0    # Adobe Glyph List FN (v1.3) # LEFTWARDS DOUBLE ARROW
0x21D0 ; lArr                                ; 4    # XHTML Substitute
0x21D0 ; arrowleftdbl                        ; 6    # Adobe Glyph List (Sept/02)
0x21D1 ; arrowdblup                          ; 0    # Adobe Glyph List FN (v1.3) # UPWARDS DOUBLE ARROW
0x21D1 ; uArr                                ; 4    # XHTML Substitute
0x21D2 ; arrowdblright                       ; 0    # Adobe Glyph List FN (v1.3) # RIGHTWARDS DOUBLE ARROW
0x21D2 ; rArr                                ; 4    # XHTML Substitute
0x21D2 ; dblarrowright                       ; 6    # Adobe Glyph List (Sept/02)
0x21D3 ; arrowdbldown                        ; 0    # Adobe Glyph List FN (v1.3) # DOWNWARDS DOUBLE ARROW
0x21D3 ; dArr                                ; 4    # XHTML Substitute
0x21D4 ; arrowdblboth                        ; 0    # Adobe Glyph List FN (v1.3) # LEFT RIGHT DOUBLE ARROW
0x21D4 ; hArr                                ; 4    # XHTML Substitute
0x21D4 ; iff                                 ; 5    # SGML Substitute
0x21D4 ; dblarrowleft                        ; 6    # Adobe Glyph List (Sept/02)
0x21D5 ; vArr                                ; 5    # SGML Substitute            # UP DOWN DOUBLE ARROW
0x21DA ; lAarr                               ; 5    # SGML Substitute            # LEFTWARDS TRIPLE ARROW
0x21DB ; rAarr                               ; 5    # SGML Substitute            # RIGHTWARDS TRIPLE ARROW
0x21DE ; pageup                              ; 0    # Adobe Glyph List (Sept/02) # UPWARDS ARROW WITH DOUBLE STROKE
0x21DF ; pagedown                            ; 0    # Adobe Glyph List (Sept/02) # DOWNWARDS ARROW WITH DOUBLE STROKE
0x21E0 ; arrowdashleft                       ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS DASHED ARROW
0x21E1 ; arrowdashup                         ; 0    # Adobe Glyph List (Sept/02) # UPWARDS DASHED ARROW
0x21E2 ; arrowdashright                      ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS DASHED ARROW
0x21E3 ; arrowdashdown                       ; 0    # Adobe Glyph List (Sept/02) # DOWNWARDS DASHED ARROW
0x21E4 ; arrowtableft                        ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS ARROW TO BAR
0x21E5 ; arrowtabright                       ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS ARROW TO BAR
0x21E6 ; arrowleftwhite                      ; 0    # Adobe Glyph List (Sept/02) # LEFTWARDS WHITE ARROW
0x21E7 ; arrowupwhite                        ; 0    # Adobe Glyph List (Sept/02) # UPWARDS WHITE ARROW
0x21E8 ; arrowrightwhite                     ; 0    # Adobe Glyph List (Sept/02) # RIGHTWARDS WHITE ARROW
0x21E9 ; arrowdownwhite                      ; 0    # Adobe Glyph List (Sept/02) # DOWNWARDS WHITE ARROW
0x21EA ; capslock                            ; 0    # Adobe Glyph List (Sept/02) # UPWARDS WHITE ARROW FROM BAR
0x2200 ; universal                           ; 0    # Adobe Glyph List FN (v1.3) # FOR ALL
0x2200 ; forall                              ; 4    # XHTML Substitute
0x2200 ; forall                              ; 6    # Adobe Glyph List (Sept/02)
0x2201 ; comp                                ; 5    # SGML Substitute            # COMPLEMENT
0x2202 ; partialdiff                         ; 0    # Adobe Glyph List FN (v1.3) # PARTIAL DIFFERENTIAL
0x2202 ; part                                ; 4    # XHTML Substitute
0x2203 ; existential                         ; 0    # Adobe Glyph List FN (v1.3) # THERE EXISTS
0x2203 ; exist                               ; 4    # XHTML Substitute
0x2203 ; thereexists                         ; 6    # Adobe Glyph List (Sept/02)
0x2204 ; nexist                              ; 5    # SGML Substitute            # THERE DOES NOT EXIST
